!exclamation-point	ˌɛkskləˈmeɪʃənˌpɔɪnt
"""close-quote"	ˈkloʊzˈkwoʊt
flavorings	ˈfleɪvɝɪŋz
flavorist	ˈfleɪvɝɪst
flavorists	ˈfleɪvɝɪsts, ˈfleɪvɝɪss, ˈfleɪvɝɪs
flavors	ˈfleɪvɝz
flaw	ˈflɔ
flawed	ˈflɔd
flawn	ˈflɔn
flaws	ˈflɔz
flaxman	ˈflæksmən
fleagle	ˈfliːgəl
fleckenstein	ˈflɛkənˌstaɪn, ˈflɛkənˌstiːn
fledermaus	ˈflɛdɝmaʊs
fledging	ˈflɛdʒɪŋ
fleeced	ˈfliːst
fleeces	ˈfliːsɪz
fleecing	ˈfliːsɪŋ
fleecy	ˈfliːsi
fleeger	ˈfliːgɝ
fleek	ˈfliːk
fleeman	ˈfliːmən
fleener	ˈfliːnɝ
fleenor	ˈfliːnɝ
fleer	ˈflɪr
fleet	ˈfliːt
fleet's	ˈfliːts
fleetingly	ˈfliːtɪŋli
fleetwood	ˈfliːˌtwʊd
flegal	ˈfliːgəl
flegel	ˈflɛgəl
fleharty	ˈflɛhɑːrti
fleig	ˈfliːg
fleisch	ˈflaɪʃ
fleischauer	ˈflaɪʃaʊɝ
fleischer	ˈflaɪʃɝ
fleischhacker	ˈflaɪʃhəkɝ
fleischman	ˈflaɪʃmən
fleischmann	ˈflaɪʃmən
fleisher	ˈflaɪʃɝ
fleishman	ˈflaɪʃmən
fleiss	ˈflaɪʃ, ˈflaɪs
fleiss'	ˈflaɪʃ, ˈflaɪs
fleiss's	ˈflaɪʃɪz, ˈflaɪsɪz
fleissner	ˈflaɪsnɝ
fleitas	ˈflaɪtəs
fleming's	ˈflɛmɪŋz
flemings	ˈflɛmɪŋz
flemington	ˈflɛmɪŋtən
flemister	ˈflɛmɪstɝ
flemmer	ˈflɛmɝ
flemming	ˈflɛmɪŋ
flemons	ˈflɛmənz
flener	ˈfliːnɝ
flenner	ˈflɛnɝ
flenniken	ˈflɛnɪkən
flerfu	ˈflɝːfuː
flesch	ˈflɛʃ
flesh-pots	ˈflɛʃˌpɑːts
flesher	ˈflɛʃɝ
fleshman	ˈflɛʃmən
flesner	ˈflɛsnɝ
flessner	ˈflɛsnɝ
fleta	ˈfliːtə
fletchall	ˈflɛtʃəl
flett	ˈflɛt
fleur	ˈflɝː
fleurette	ˌflɝːˈɛt
fleuri	ˈflɝːˈriː, ˈflʊˈriː
fleury	ˈflʊri
flewellen	ˌfluːˈɛlən
flewelling	ˌfluːˈɛlɪŋ
flexer	ˈflɛksɝ
flexi	ˈflɛksi
flexibility	ˌflɛksəˈbɪləti
flexible	ˈflɛksəbəl
flexibly	ˈflɛksəbli
flexnor	ˈflɛksnɔr
flextime	ˈflɛkˌstaɪm
flextronic	ˌflɛkˈstrɑːnɪk
flextronics	ˌflɛkˈstrɑːnɪks
flicek	ˈflɪtʃɛk
flickered	ˈflɪkɝd
flickering	ˈflɪkɝɪŋ
flickers	ˈflɪkɝz
flickinger	ˈflɪkɪŋɝ
flickr	ˈflɪkɝ
flied	ˈflaɪd
fliegel	ˈfliːgəl
flier	ˈflaɪɝ
fliers	ˈflaɪɝz
flight's	ˈflaɪts
flightier	ˈflaɪtiːɝ
flightiest	ˈflaɪtiːəst
flightless	ˈflaɪtləs
flightsafety	ˈflaɪtˈseɪfti
flim	ˈflɪm
flimflam	ˈflɪmˌflæm
flimsiest	ˈflɪmziːəst
flinchbaugh	ˈflɪntʃˌbɔ
flinched	ˈflɪntʃt
flinching	ˈflɪntʃɪŋ
flinchum	ˈflɪnkəm
flings	ˈflɪŋz
flink	ˈflɪŋk
flinn	ˈflɪn
flinner	ˈflɪnɝ
flint's	ˈflɪnts
flintlock	ˈflɪntˌlɑːk
flintlocks	ˈflɪntˌlɑːks
flintoff	ˈflɪntɔf
flints	ˈflɪnts
flintstone	ˈflɪntˈstoʊn
flintstones	ˈflɪntˈstoʊnz
flippen	ˈflɪpən
flippers	ˈflɪpɝz
flippin	ˈflɪpɪn
flippo	ˈflɪpoʊ
flirtations	flɝˈteɪʃənz
flirted	ˈflɝːtɪd
flirting	ˈflɝːtɪŋ
flirts	ˈflɝːts
flis	ˈflɪs
fliss	ˈflɪs
flitting	ˈflɪtɪŋ
floaters	ˈfloʊtɝz
floats	ˈfloʊts
floc	ˈflɑːk
flocked	ˈflɑːkt
flockhart	ˈflɑːkˌhɑːrt
flocking	ˈflɑːkɪŋ
flodin	ˈfloʊdɪn
floe	ˈfloʊ
floersheim	ˈflɔrˌʃaɪm
flohr	ˈflɑːr
floirenda	ˌflɔɪˈrɛndə
flom	ˈflɑːm
flonorial	ˌflɑːˈnɔriːəl
floodgates	ˈflʌdˌgeɪts
floodlight	ˈflʌdˌlaɪt
floodlights	ˈflʌdˌlaɪts
floodplain	ˈflʌdˌpleɪn
floodwater	ˈflʌˌdwɔtɝ
floodwaters	ˈflʌˌdwɔtɝz
flook	ˈflʊk
floorboard	ˈflɔrˌbɔrd
floorboards	ˈflɔrˌbɔrdz
floored	ˈflɔrd
flooring	ˈflɔrɪŋ
floors	ˈflɔrz
flopped	ˈflɑːpt
flopping	ˈflɑːpɪŋ
flops	ˈflɑːps
floptical	ˈflɑːptɪkəl
flor	ˈflɔr
florafax	ˈflɔrəˌfæks
florally	ˈflɔrəli
florals	ˈflɔrəlz
florance	ˈflɔrəns
flore	ˈflɔr
florea	ˈflɔriːə
florek	ˈflɔrɪk
floren	ˈflɔrən
florence's	ˈflɔrənsɪz
florentina	ˌflɔrɛnˈtiːnɑː
florentine	ˈflɔrənˌtiːn
florentino	flɔrɛnˈtiːnoʊ
florer	ˈflɔrɝ
flores	ˈflɔˌrɛz
florescue	ˈflɔrəskjuː
floresheim	ˈflɔrˌʃaɪm
florey	ˈflɔri
florez	flɔˈrɛz
flori	ˈflɔri
floria	ˈflɔriːə
florian	ˈflɔriːən
florida	ˈflɔrədə, ˈflɔrɪdə, ˈflɑːrədə, ˈflɑːrɪdə
florida's	ˈflɔrɪdəz, ˈflɑːrɪdəz, ˈflɔrədəz
floridabanc	ˈflɔrədəˌbæŋk
floridians	flɔˈrɪdiːənz
florinda	flɔˈriːndə
florine	flɔˈriːn
florini	flɔˈriːˌniː
florio	ˈflɔriːoʊ
florio's	ˈflɔriːoʊz
floris	ˈflɔrɪs
florists	ˈflɔrɪsts
floro	ˈflɔroʊ
florrie	ˈflɔri
florry	ˈflɔri
florsheim	ˈflɔrˌʃaɪm
flory	ˈflɔri
flossie	ˈflɔsi
flotow	ˈflɑːtaʊ
flott	ˈflɑːt
flotta	ˈflɑːtə
flounces	ˈflaʊnsɪz
floundered	ˈflaʊndɝd
floundering	ˈflaʊndɝɪŋ
flounders	ˈflaʊndɝz
flourish	ˈflɝːɪʃ
flourished	ˈflɝːɪʃt
flourishes	ˈflɝːɪʃəz, ˈflɝːɪʃɪz
flournoy	flʊrˈnɔɪ
flours	ˈflaʊɝz
flowchart	ˈfloʊˌtʃɑːrt
flowcharts	ˈfloʊˌtʃɑːrts
flowe	ˈfloʊ
flowered	ˈflaʊɝd
flowering	ˈflaʊɝɪŋ
flowers'	ˈflaʊɝz
flowery	ˈflaʊɝi
flowton	ˈfloʊtən
floy	ˈflɔɪ
flu	ˈfluː
fluck	ˈflʌk
fluctuate	ˈflʌktʃəˌweɪt
fluctuated	ˈflʌktʃəˌweɪtɪd
fluctuates	ˈflʌktʃuːˌeɪts
fluctuating	ˈflʌktʃəˌweɪtɪŋ
fluctuations	ˌfləktʃuːˈeɪʃənz
flud	ˈflʌd
fludd	ˈflʌd
fluegel	ˈflʊgəl
fluegge	ˈfluːg
fluently	ˈfluːəntli
fluet	ˈfluːt
fluffier	ˈflʌfiːɝ
fluffiest	ˈflʌfiːəst
fluharty	ˈflʌɝti
fluhr	ˈflɝː, ˈflʊr
fluidity	fluːˈɪdəti
fluids	ˈfluːədz, ˈfluːɪdz
fluitt	ˈfluːət
fluker	ˈfluːkɝ
flukes	ˈfluːks
flulike	ˈfluːˌlaɪk
flume	ˈfluːm
flumenbaum	ˈfluːmənˌbaʊm
flumes	ˈfluːmz
flummoxed	fləˈmɔkst
flunked	ˈflʌŋkt
flunking	ˈflʌŋkɪŋ
fluor's	ˈfluːɝz
fluoresce	ˌflʊˈrɛs, ˌflɔˈrɛs
fluorescents	ˌflʊˈrɛsənts, ˌflɔˈrɛsənts
fluoridation	ˌflʊrəˈdeɪʃən, ˌflɔrəˈdeɪʃən
fluorides	ˈflʊˌraɪdz, ˈflɔˌraɪdz
fluorine	ˈflʊˌriːn, ˈflɔˌriːn
fluorocarbon	ˌflʊroʊˈkɑːrbən, ˌflɔroʊˈkɑːrbən
fluorocarbons	ˌflʊroʊˈkɑːrbənz, ˌflɔroʊˈkɑːrbənz
fluorometer	ˌflʊˈrɑːmətɝ, ˌflɔˈrɑːmətɝ
fluoroscopy	ˌflʊˈrɑːskəpi, ˌflɔˈrɑːskəpi
fluorspar	ˈflʊrˌspɑːr, ˈflɔrˌspɑːr
flurried	ˈflɝːiːd
flurries	ˈflɝːiːz
flurry	ˈflɝːi
flury	ˈfluːri, ˈflɝːi
flustered	ˈflʌstɝd
flusters	ˈflʌstɝz
flutist	ˈfluːtɪst, ˈflaʊtɪst
fluttered	ˈflʌtɝd
fluttering	ˈflʌtɝɪŋ
flutters	ˈflʌtɝz
fluty	ˈfluːti
fluvial	ˈfluːviːəl
flyby	ˈflaɪˌbaɪ
flycatcher	ˈflaɪˌkætʃɝ
flyer	ˈflaɪɝ
flyers	ˈflaɪɝz
flynt	ˈflɪnt
flypaper	ˈflaɪˌpeɪpɝ
flythe	ˈflaɪð
flytrap	ˈflaɪˌtræp
flyway	ˈflaɪˌweɪ
flywheel	ˈflaɪˌwiːl
fm	ˈɛˈfɛm
foale	ˈfoʊl
foale's	ˈfoʊlz
foaling	ˈfoʊlɪŋ
foaming	ˈfoʊmɪŋ
foams	ˈfoʊmz
foard	ˈfɔrd
fobbs	ˈfɑːbz
fobel	ˈfoʊbəl
fobel's	ˈfoʊbəlz
fobes	ˈfoʊbz
focaccia	foʊˈkɑːˌtʃiːə
focht	ˈfɑːkt
fochtman	ˈfɑːktmən
fockler	ˈfɑːklɝ
focused	ˈfoʊkəst, ˈfoʊkɪst
focusing	ˈfoʊkəsɪŋ, ˈfoʊkɪsɪŋ
focussed	ˈfoʊkəst, ˈfoʊkɪst
fodera	foʊˈdɛrə
fodor	ˈfoʊdɝ
foehlich	ˈfoʊlɪtʃ
foell	ˈfiːl
foeller	ˈfoʊlɝ
foerster	ˈfɔrstɝ
foertsch	ˈfɔrtʃ
fog	ˈfɑːg, ˈfɔg
fogal	ˈfoʊdʒəl
fogarty	ˈfɑːˌgɑːrti, ˈfoʊˌgɑːrti
fogel	ˈfoʊgəl
fogelberg	ˈfoʊgəlbɝg
fogelberg's	ˈfoʊgəlbɝgz
fogelman	ˈfoʊgəlmən
fogelman's	ˈfoʊgəlmənz
fogelson	ˈfoʊgəlsən
fogelson's	ˈfoʊgəlsənz
fogerty	ˈfɑːdʒɝti
fogerty's	ˈfɑːdʒɝtiːz
fogg	ˈfɑːg
fogg's	ˈfɑːgz
foggiest	ˈfɑːgiːəst
foggy	ˈfɑːgi
fogle	ˈfoʊgəl
fogleman	ˈfoʊgəlmən
fogler	ˈfoʊgəlɝ, ˈfoʊglɝ
foglesong	ˈfɑːgəlsɔŋ
foglia	ˈfɑːgliːə
foglio	ˈfɑːgliːoʊ
fogs	ˈfɔgz
fogt	ˈfɑːgt
fogy	ˈfoʊgi
fohl	ˈfoʊl
foia	ˈfoʊjə, ˈɛˈfoʊˈaɪˈeɪ
foibles	ˈfɔɪbəlz
foie	fˈwɑː, ˈfɔɪ
foiles	ˈfɑːaɪlz
foister	ˈfɔɪstɝ
foisy	ˈfɔɪzi
fojtik	ˈfɑːjtɪk
fokker	ˈfɑːkɝ
fokkers	ˈfɑːkɝz
folan	ˈfoʊlən
foland	ˈfoʊlənd
folck	ˈfoʊlk
folden	ˈfoʊldən
folders	ˈfoʊldɝz
foley's	ˈfoʊliːz
folger's	ˈfoʊldʒɝz
folgers	ˈfoʊldʒɝz
folha	ˈfoʊlhə
foliate	ˈfoʊliːˌeɪt
folic	ˈfɑːlɪk
folino	foʊˈliːnoʊ
folker	ˈfoʊkɝ
folkers	ˈfoʊkɝz
folkert	ˈfoʊkɝt
folkerts	ˈfoʊkɝts
folkes	ˈfoʊks
folkish	ˈfoʊkɪʃ
folklore	ˈfoʊˌklɔr
folkman	ˈfoʊkmən
folkrock	ˈfoʊˌkrɑːk
folks'	ˈfoʊks
folkstone	ˈfoʊkˌstoʊn
folkstone's	ˈfoʊkˌstoʊnz
folksy	ˈfoʊksi
folktale	ˈfoʊkˌteɪl
folkways	ˈfoʊˌkweɪz
folland	ˈfɑːlənd
follett	ˈfɑːlɪt
follette	ˌfɑːˈlɛt
folley	ˈfɑːli
folliard	ˈfɑːljɝd
follicle	ˈfɑːləkəl, ˈfɑːlɪkəl
follicles	ˈfɑːlɪkəlz
follies	ˈfɑːliːz
follin	ˈfɑːlɪn
follis	ˈfɑːlɪs
follman	ˈfɑːlmən
follmer	ˈfɑːlmɝ
follow-up	ˈfɑːloʊˌəp
followell	ˈfɑːləwɛl
follower	ˈfɑːloʊɝ
followers	ˈfɑːloʊɝz
followings	ˈfɑːloʊɪŋz
followup	ˈfɑːloʊˌəp
folmar	ˈfoʊlmɝ
folmer	ˈfoʊlmɝ
folse	ˈfoʊls
folsom	ˈfoʊlsəm
folson	ˈfoʊlsən
folta	ˈfoʊltə
foltene	foʊlˈtiːn
folts	ˈfoʊlts
foltz	ˈfoʊlts
folwell	ˈfoʊlˌwɛl
folz	ˈfoʊlz
fomby	ˈfɑːmbi
foment	ˈfoʊmɛnt
fomented	ˈfoʊmɛntɪd
fomenting	ˈfoʊmɛntɪŋ
fomento	ˌfoʊˈmɛntoʊ
fomon	ˈfoʊmən
fomon's	ˈfoʊmənz
fonar	ˈfɑːnɝ
foncier	ˈfɑːnsjɝ
fonda	ˈfɑːndə
fonda's	ˈfɑːndəz
fonder	ˈfɑːndɝ
fondest	ˈfɑːndəst
fondiaria	ˌfɑːndiːˈɛriːə
fondkommission	ˌfɑːndkəˈmɪʃən
fondled	ˈfɔndəld
fondling	ˈfɑːndəlɪŋ, ˈfɑːndlɪŋ
fondren	ˈfɑːndɝən
fondues	ˈfɑːnduːz
fone	ˈfoʊn
foner	ˈfoʊnɝ
fones	ˈfoʊnz
fong	ˈfɔŋ
fonger	ˈfɔŋɝ
fonner	ˈfɑːnɝ
fons	ˈfɑːnz
fonseca	foʊnˈsɛkə
fontaine	fɔnˈteɪn
fontainebleau	ˈfɑːntənˌbloʊ, ˈfɑːntənˌbluː
fontana	fɔnˈtænə
fontanella	ˌfɑːntəˈnɛlə
fontanez	foʊnˈtɑːnɛz
fontanilla	ˌfɑːntəˈnɪlə
fonte	ˈfɑːnt
fontenette	ˈfɑːntɪnɛt
fontenot	ˈfɑːntɪnət
fontes	ˈfoʊntɛs
fonts	ˈfɑːnts
fonville	ˈfoʊnvɪl
fonz	ˈfɑːnz
fonzie	ˈfɑːnzi
foo	ˈfuː
food's	ˈfuːdz
foodarama	ˌfuːdɝˈæmə
foodmaker	ˈfuːdˌmeɪkɝ
foodmaker's	ˈfuːdˌmeɪkɝz
foodmakers	ˈfuːdˌmeɪkɝz
foods'	ˈfuːdz
foodservice	ˈfuːdˈsɝːvɪs
foodstuffs	ˈfuːdˌstəfs
foodtown	ˈfuːdˌtaʊn
foodway	ˈfuːˌdweɪ
foodways	ˈfuːˌdweɪz
fooks	ˈfʊks
fool's	ˈfuːlz
foolishness	ˈfuːlɪʃnəs
foong	ˈfuːŋ
foor	ˈfʊr
foos	ˈfuːz
foose	ˈfuːs
fooshee	ˈfuːʃi
foot-and-mouth	ˌfʊtəndˈmaʊθ
football's	ˈfʊtˌbɔlz
footballs	ˈfʊtˌbɔlz
foote	ˈfʊt
foote's	ˈfʊts
foothill	ˈfʊtˌhɪl
foothold	ˈfʊtˌhoʊld
footholds	ˈfʊtˌhoʊldz
footlight	ˈfʊtˌlaɪt
footlights	ˈfʊtˌlaɪts
footloose	ˈfʊtˌluːs
footman	ˈfʊtmən
footnoted	ˈfʊtˌnoʊtɪd
footnotes	ˈfʊtˌnoʊts
footnoting	ˈfʊtˌnoʊtɪŋ
footprints	ˈfʊtˌprɪnts
footrace	ˈfʊˌtreɪs
footwall	ˈfʊˌtwɔl
footware	ˈfʊˌtwɛr
footwear	ˈfʊˌtwɛr
fop	ˈfɔp, ˈɛˈfoʊˈpiː
foppiano	foʊpiːˈɑːnoʊ
for	ˈfɔr, fɝ, frɝ
for-profit	ˌfɝːˈprɑːfɪt
fora	ˈfɔrə
foraging	ˈfɔrɪdʒɪŋ
foraker	ˈfɔrəkɝ
foran	ˈfɔrən
forand	ˈfɔrənd
forayed	ˈfɔreɪd
foraying	ˈfɔreɪɪŋ
forays	ˈfɔreɪz
forbad	fɝˈbæd
forbade	fɝˈbeɪd
forbes'	ˈfɔrbz
forbes's	ˈfɔrbzɪz
forbeses	ˈfɔrbzɪz
forbess	fɔrˈbɛs
forbids	fɝˈbɪdz, fɔˈbɪdz
forbis	ˈfɔrbɪs
forbus	ˈfɔrbɪs
forbush	ˈfɔrˌbʊʃ
force's	ˈfɔrsɪz
forcefully	ˈfɔrsfəli
forces'	ˈfɔrsɪz
forcible	ˈfɔrsəbəl
forcier	ˈfɔrkiːɝ
forcum	ˈfɔrkəm
ford's	ˈfɔrdz
forde	ˈfɔrd
fordice	ˈfɔrdɪs, ˈfɔrdaɪs
fords	ˈfɔrdz
forearm	fɔˈrɑːrm, ˈfɔˌrɑːrm
forearms	fɔˈrɑːrmz, ˈfɔˌrɑːrmz
forebear	ˈfɔrˌbɛr
forebearance	ˌfɔrˈbɛrəns
forebears	ˈfɔrˌbɛrz
foreboding	fɔrˈboʊdɪŋ
forebrain	ˈfɔrˌbreɪn
forecasted	ˈfɔrˌkæstɪd
forecaster	ˈfɔrˌkæstɝ
forecasters	ˈfɔrˌkæstɝz
forecasting	ˈfɔrˌkæstɪŋ
forecasts	fɔrˈkæsts, ˈfɔrˌkæsts, fɔrˈkæs, ˈfɔrˌkæs
foreclosed	fɔrˈkloʊzd
forecloses	fɔrˈkloʊzɪz
foreclosing	fɔrˈkloʊzɪŋ
foreclosure	fɔrˈkloʊʒɝ
foreclosures	fɔrˈkloʊʒɝz
foree	ˈfɔˈriː
forefingers	ˈfɔrˌfɪŋgɝz
forefoot	ˈfɔrˌfʊt
forego	fɔrˈgoʊ
foregoing	fɔrˈgoʊɪŋ
foreground	ˈfɔrˌgraʊnd
forehands	ˈfɔrˌhændz
forehead	ˈfɔrhɛd
foreheads	ˈfɔrˌhɛdz
foreign	ˈfɔrən, ˈfɑːrən
foreigners'	ˈfɔrənɝz, ˈfɑːrənɝz, ˈfɔrnɝz, ˈfɑːrnɝz
forelimb	ˈfɔrˌlɪm
forelimbs	ˈfɔrˌlɪmz
foremen	ˈfɔrmən
foremost	ˈfɔrˌmoʊst
forensic	fɝˈɛnsɪk, ˌfɔˈrɛnsɪk
forensically	fɝˈɛnsɪkli, fɝˈɛnsɪkəli
foreperson	ˈfɔrpɝsən
forero	ˈfɔroʊ
forerunner	ˈfɔˌrənɝ
forerunners	ˈfɔˌrənɝz
foreseeable	fɔrˈsiːəbəl
foreseeing	fɔrˈsiːɪŋ
foresees	fɔrˈsiːz
foreshadow	fɔrˈʃædoʊ
foreshadowed	fɔrˈʃædoʊd
foreshadowing	fɔrˈʃædoʊɪŋ
foreshadows	fɔrˈʃædoʊz
foresight	ˈfɔrˌsaɪt
foresman	ˈfɔrsmən
forest	ˈfɔrəst, ˈfɔrɪst
forest's	ˈfɔrəsts
foresta	ˈfɔrstə
forestalled	ˌfɔrˈstɑːld
forestalling	ˌfɔrˈstɑːlɪŋ
forestalls	fɔrˈstɔlz
forested	ˈfɔrəstəd
forester	ˈfɔrəstɝ
foresters	ˈfɔrəstɝz
forestry	ˈfɔrəstri
forestville	ˈfɔrɛstˌvɪl
foret	ˈfɔrt, ˈfɔrɛt
foretaste	fɔrˈteɪst, ˈfɔrteɪst
foretastes	fɔrˈteɪsts, ˈfɔrteɪsts
foretelling	fɔrˈtɛlɪŋ
forethought	ˈfɔrˌθɔt
foretold	fɔrˈtoʊld
forewarn	fɔrˈwɔrn
forewarned	fɔrˈwɔrnd
forewarning	fɔrˈwɔrnɪŋ
forewarns	fɔrˈwɔrnz
forewing	ˈfɔrˌwɪŋ
forewings	ˈfɔrˌwɪŋz
forewoman	ˈfɔrwuːmən
forewomen	ˈfɔrwɪmɛn
foreword	ˈfɔrˌwɝːd
forfeitable	ˈfɔrfətəbəl
forfeited	ˈfɔrfɪtɪd
forfeiting	ˈfɔrfətɪŋ
forfeits	ˈfɔrfɪts
forfeitures	ˈfɔrfətʃɝz
forgave	fɝˈgeɪv
forger	ˈfɔrdʒɝ
forgeries	ˈfɔrdʒɝiːz
forgers	ˈfɔrdʒɝz
forges	ˈfɔrdʒɪz
forget	fɝˈgɛt, fɔrˈgɛt
forgetful	fɔrˈgɛtfəl, fɝˈgɛtfəl
forgets	fɝˈgɛts, fɔrˈgɛts
forgettable	fɔrˈgɛtəbəl, fɝˈgɛtəbəl
forgette	fɝˈʒɛt
forgey	ˈfɔrdʒi
forgie	ˈfɔrdʒi
forging	ˈfɔrdʒɪŋ
forgings	ˈfɔdʒɪŋz
forgione	fɔrˈdʒoʊni
forgivable	fɔrˈgɪvəbəl, fɝˈgɪvəbəl
forgive	fɝˈgɪv, fɔrˈgɪv
forgiven	fɝˈgɪvən, fɔrˈgɪvən
forgives	fɝˈgɪvz, fɔrˈgɪvz
forgiving	fɝˈgɪvɪŋ, fɔrˈgɪvɪŋ
forgoes	fɔrˈgoʊz
forgoing	fɔrˈgoʊɪŋ
forgone	fɔrˈgɑːn
forgotten	fɝˈgɑːtən, fɔrˈgɑːtən
forgue	ˈfɔrg
forgy	ˈfɔrdʒi
forhan	ˈfɔrhən
forie	ˈfɔri
forin	ˈfɔrɪn
forinash	ˈfɔrɪnæʃ
forints	ˈfɔrɪnts
forister	ˈfɔrɪstɝ
fork-lift	ˈfɔrˈklɪft
forked	ˈfɔrkt
forker	ˈfɔrkɝ
forkey	ˈfɔrˌkiː
forking	ˈfɔrkɪŋ
forklift	ˈfɔrˌklɪft
forklifts	ˈfɔrˌklɪfts
forkner	ˈfɔrknɝ
forks	ˈfɔrks
forlenza	fɔrˈlɛnzə
form's	ˈfɔrmz
forma	ˈfɔrmə
formalities	fɔrˈmælətiːz
formality	fɔrˈmæləti
formalization	ˈfɔrmələˌzeɪʃən
formalize	ˈfɔrməˌlaɪz
formalized	ˈfɔrməˌlaɪzd
formalizes	ˈfɔrməˌlaɪzɪz
formalizing	ˈfɔrməˌlaɪzɪŋ
forman	ˈfɔrˌmæn
formanek	ˈfɔrmənɪk
formant	ˈfɔrmənt
formants	ˈfɔrmənts
formations	fɔrˈmeɪʃənz
formative	ˈfɔrmətɪv
formato	fɔrˈmɑːtoʊ
formbey	ˈfɔrmbi
formby	ˈfɔrmbi
formica	fɔrˈmaɪkə, fɝˈmaɪkə
formica's	fɔrˈmaɪkəz, fɝˈmaɪkəz
formidably	ˈfɔrmədəbli
formosa	fɔrˈmoʊsə
formoso	fɔrˈmoʊsoʊ
formulary	ˈfɔrmjəˌlɛri
formulas	ˈfɔrmjələz
formulate	ˈfɔrmjəˌleɪt
formulated	ˈfɔrmjəˌleɪtəd, ˈfɔrmjəˌleɪtɪd
formulates	ˈfɔrmjəˌleɪts
formulating	ˈfɔrmjəˌleɪtɪŋ
formulation	ˌfɔrmjəˈleɪʃən, ˌfɔrmjuːˈleɪʃən
formulations	ˌfɔrmjuːˈleɪʃənz
formylin	ˈfɔrmɪlɪn
fornal	ˈfɔrnəl
forner	ˈfɔrnɝ
fornes	ˈfɔrnz
forness	ˈfɝːnɪs
forney	ˈfɔrni
forni	ˈfɔrni
fornoff	ˈfɔrnɔf
fornwalt	ˈfɔrnwəlt
forquer	ˈfɔrkɝ
forr	ˈfɔr
forrer	ˈfɔɝr
forrest	ˈfɔrəst
forrestal	ˈfɔrəstəl
forrester	ˈfɔrəstɝ
forrey	ˈfɔri
forry	ˈfɔri
fors	ˈfɝːz
forsaking	fɔrˈseɪkɪŋ
forsberg	ˈfɔrsbɝg
forsburg	ˈfɔrsbɝg
forsburg's	ˈfɔrsbɝgz
forschner	ˈfɔrʃnɝ
forse	ˈfɔrs
forsee	fɝˈsiː
forseeable	ˌfɔrˈsiːəbəl, fɝˈsiːəbəl
forsell	ˈfɔrsəl
forseth	ˈfɔrsɪθ
forsgren	ˈfɔrsgrɛn
forshan	ˈfɔrʃən
forshee	ˈfɔrʃi
forshey	ˈfɔrʃi
forslund	ˈfɔrslənd
forsman	ˈfɔrsmən
forson	ˈfɔrsən
forst	ˈfɔrst
forster	ˈfɔrstɝ
forstmann	ˈfɔrstmən
forstner	ˈfɔrstnɝ
forstrom	ˈfɔrstrəm
forswear	fɔrˈswɛr
forsyth	ˈfɔrˌsaɪθ
forsythe	ˈfɔrsaɪð
forsythia	fɔrˈsɪθiːə, fɔrˈsɪðiːə
forsythias	fɔrˈsɪθiːəz, fɔrˈsɪðiːəz
fortas	ˈfɔrtəs
fortas's	ˈfɔrtəsɪz
forte	ˈfɔrteɪ, ˈfɔrt
fortenberry	ˈfɔrtənbɛri
fortes	ˈfɔrteɪz, ˈfɔrts
forthright	ˈfɔrˈθraɪt
forthrightly	ˈfɔrˈθraɪtli
forthrightness	ˈfɔrˈθraɪtnəs
forti	ˈfɔrti
fortier	ˈfɔrtiːɝ, ˈfɔrtjɝ
fortier's	ˈfɔrtiːɝz, ˈfɔrtjɝz
forties	ˈfɔrtiːz
fortification	ˌfɔrtəfəˈkeɪʃən
fortifications	ˌfɔrtəfəˈkeɪʃənz
fortifier	ˈfɔrtəˌfaɪɝ
fortifiers	ˈfɔrtəˌfaɪɝz
fortifying	ˈfɔrtɪˌfaɪɪŋ
fortin	ˈfɔrtɪn
fortini	fɔrˈtiːni
fortino	fɔrˈtiːnoʊ
fortitude	ˈfɔrtɪˌtuːd
fortman	ˈfɔrtmən
fortna	ˈfɔrtnə
fortner	ˈfɔrtnɝ
fortney	ˈfɔrtni
fortnightly	ˈfɔrtˌnaɪtli
fortnights	ˈfɔrtˌnaɪts
forton	ˈfɔrtən
fortresses	ˈfɔrtrəsɪz
forts	ˈfɔrts
fortson	ˈfɔrtsən
fortuitous	fɔrˈtuːɪtəs
fortuna	fɔrˈtuːnə
fortunate	ˈfɔrtʃənət, ˈfɔrtʃuːnət
fortunato	fɔrtuːˈnɑːtoʊ, fɔrtʃuːˈnɑːtoʊ
fortune	ˈfɔrtʃən, ˈfɔrtʃuːn
fortune's	ˈfɔrtʃənz, ˈfɔrtʃuːnz
fortunes	ˈfɔrtʃənz, ˈfɔrtʃuːnz
fortuny	fɔrˈtʃuːni
forty's	ˈfɔrtiːz
forty-five	ˈfɔrtiːˌfaɪv
forum's	ˈfɔrəmz
forums	ˈfɔrəmz
forward	ˈfɔrwɝd
forwarded	ˈfɔrwɝdɪd
forwarder	ˈfɔrwɝdɝ
forwarders	ˈfɔrwɝdɝz
forwarding	ˈfɔrwɝdɪŋ
forwood	ˈfɔrˌwʊd
forys	ˈfɔriːz
forza	ˈfɔrzə
fosamax	ˈfɑːsəˌmæks
fosback	ˈfɑːsˌbæk
fosberg	ˈfɑːsbɝg
fosco	ˈfɑːskoʊ
fosdick	ˈfɑːsdɪk
foshee	ˈfɑːʃi
fosia	ˈfoʊʒə
foskett	ˈfɑːskɪt
foskey	ˈfɑːski
